dwc:county,dwc:country,dwc:family,dwc:day,dwc:recordedBy,dwc:order,dwc:institutionCode,dwc:class,dwc:phylum,idigbio:uuid,dwc:scientificNameAuthorship,dwc:occurrenceID,dwc:subgenus,dwc:decimalLatitude,dwc:higherClassification,dwc:catalogNumber,dwc:decimalLongitude,dwc:datasetName,dwc:month,dwc:specificEpithet,dwc:stateProvince,dwc:collectionCode,dwc:genus,dwc:continent,idigbio:dateModified,dwc:scientificName,dwc:year
,Algeria,Holothuriidae,11,Karim Mezali,Aspidochirotida,FLMNH,Holothuroidea,,c466d5c7-e83e-469b-b98c-efd6f6bdcbf1,Gmelin,368BF1E4-EF60-4DF4-8882-25E39D4AAE3A,,,,5486-Echinodermata,,,5,tubulosa,Division 16,Invertebrate Zoology,Holothuria,,2014-10-16T23:21:40.695Z,Holothuria tubulosa,2007
,Mexico,Holothuriidae,28,"T. A. Ebert, D. M. Dexter",Aspidochirotida,FLMNH,Holothuroidea,,8138a1e6-f2c6-42b1-9bc1-af321e46848a,Semper,1E65E7EE-C7DF-45E2-9744-18281A025D59,,23.3827,,16161-Echinodermata,-109.4253,,1,arenicola,Baja California Sur,Invertebrate Zoology,Holothuria,,2014-10-16T22:00:55.051Z,Holothuria arenicola,1972
,Saudi Arabia,Holothuriidae,9,"Arthur Anker, Patrick Norby, Gustav Paulay",Aspidochirotida,FLMNH,Holothuroidea,,ba7333e3-3546-4c1c-9ccf-0c94fe4aad07,Forskaal,7380487F-436C-42AC-9A60-52E3DB611090,,16.4892,,13511-Echinodermata,41.94432,,3,impatiens,,Invertebrate Zoology,Holothuria,,2014-10-16T15:28:29.352Z,Holothuria impatiens,2013
Mayotte Island,France,Holothuriidae,29,"Arthur Anker, François Michonneau",Aspidochirotida,FLMNH,Holothuroidea,,d5f6b457-173b-4d0d-ac6e-35569ebba52a,Cherbonnier,CED56DD9-380B-4D2B-BD64-EC413854BE0B,,-12.947371,,7011-Echinodermata,45.099797,,5,fuscogilva,Comoros Islands,Invertebrate Zoology,Holothuria,,2014-10-16T16:02:53.873Z,Holothuria fuscogilva,2008
Guam Island,USA,Holothuriidae,19,"Paulay, G., Malay, M., Bonito, V.",Aspidochirotida,FLMNH,Holothuroidea,,6ced82ec-db84-40e9-bac4-0ae3e37f85fd,Selenka,A34297E8-2F59-4BAD-ACCC-371032373B77,,13.5,,4677-Echinodermata,144.8,,7,verrucosa,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-16T16:09:54.150Z,Holothuria verrucosa,2003
Okinawa Island,Japan,Holothuriidae,21,"Nat Evans, Francois Michonneau, Gustav Paulay, Tohru Naruse, Yuji Ise",Aspidochirotida,FLMNH,Holothuroidea,,29127925-f782-4e2c-a5de-30a1aa9078d5,Jäger,002A864D-BF55-4F6B-97A4-8288AA467C5E,,26.543861,,10698-Echinodermata,128.049731,,7,scabra,Okinawa Prefecture,Invertebrate Zoology,Holothuria,,2014-10-16T22:41:04.603Z,Holothuria scabra,2010
,Australia,Holothuriidae,,François Michonneau,Aspidochirotida,FLMNH,Holothuroidea,,3b95ba72-4b07-4d54-98c5-d1eabe5bed01,Semper,5DE238FE-95A8-49C3-9697-26A0325A4478,,-22.67127,,9579-Echinodermata,113.6422,,5,arenicola,Western Australia,Invertebrate Zoology,Holothuria,,2014-10-16T20:03:48.968Z,Holothuria arenicola,2009
,Algeria,Holothuriidae,11,Karim Mezali,Aspidochirotida,FLMNH,Holothuroidea,,effd38a7-6df7-49c8-8adc-40b9476018f9,Gmelin,B4662571-F73D-4322-B160-73DB7265C168,,,,5456-Echinodermata,,,5,tubulosa,Division 16,Invertebrate Zoology,Holothuria,,2014-10-16T16:15:54.917Z,Holothuria tubulosa,2007
,Lesser Antilles,Holothuriidae,20,"Dominique Lamy, Laurent Pruvost",Aspidochirotida,FLMNH,Holothuroidea,,6d8593a9-36b3-400f-a689-5a4ecfcfe891,Selenka,22AF4863-871C-4730-962D-C566AE757E7E,,16.22335,,12888-Echinodermata,-61.5495,,5,grisea,Guadeloupe Island,Invertebrate Zoology,Holothuria,,2014-10-16T22:45:04.901Z,Holothuria grisea,2012
Tahiti Island,French Polynesia,Holothuriidae,22,"Paulay, G.",Aspidochirotida,FLMNH,Holothuroidea,,180ceb1b-560d-40bf-8176-1f9984bced9b,Selenka,9F433DEF-5F03-447A-8DE7-126516D0A625,,-17.6,,1360-Echinodermata,-149.4,,8,pervicax,Society Islands,Invertebrate Zoology,Holothuria,,2014-10-16T19:44:41.573Z,Holothuria pervicax,1984
,Pitcairn Islands,Holothuriidae,,"Starmer, J.",Aspidochirotida,FLMNH,Holothuroidea,,c335bb49-033c-48eb-84c3-28a8d7aa292a,Bell,F823A76F-AB8D-4C23-A2B9-E5B9D352027C,,,,3449-Echinodermata,,,,whitmaei,Henderson Island,Invertebrate Zoology,Holothuria,,2014-10-16T16:37:16.138Z,Holothuria whitmaei,
,Papua New Guinea,Holothuriidae,13,"François Michonneau, Jessica Goodheart, Inga Meyer-Wachsmuth, Mande Holford, Pi-Hsien Kuo, Cia-Wei Lin",Aspidochirotida,FLMNH,Holothuroidea,,26167dac-f736-452e-b862-d3be69105260,Ludwig,68707C5D-565E-460D-BADE-202FEB502876,,-5.0795,,14650-Echinodermata,145.814499,,11,olivacea,Madang Province,Invertebrate Zoology,Holothuria,,2014-10-16T15:32:14.965Z,Holothuria olivacea,2012
,Mexico,Holothuriidae,31,Bryce C. Brown et al.,Aspidochirotida,FLMNH,Holothuroidea,,18bc9e69-3c54-49fd-9604-8bd80c26ba83,Ludwig,A9ADE12E-01E8-4793-B09B-C44C8A7F216B,,,,12716-Echinodermata,,,7,mexicana,Yucatan,Invertebrate Zoology,Holothuria,,2014-10-16T18:22:12.983Z,Holothuria mexicana,1973
Kosrae Island,Federated States of Micronesia,Holothuriidae,23,"Sun Kim, Alex Kerr, François Michonneau",Aspidochirotida,FLMNH,Holothuroidea,,53ab27e8-e76a-4104-8363-c5c81107e625,Forskaal,60576FF2-1C97-4F6D-8050-412CF6226465,,5.34222,,6957-Echinodermata,163.01986,,2,impatiens,Caroline Islands,Invertebrate Zoology,Holothuria,,2014-10-16T18:21:08.812Z,Holothuria impatiens,2008
Guam Island,USA,Holothuriidae,11,"Francois Michonneau, Tom Schils, Amanda Devilliers, Daisuke Uyeno, Tohru Naruse",Aspidochirotida,FLMNH,Holothuroidea,,41466142-11c0-43f7-b2b4-2f2b84dd8b60,Linnaeus,31DF9C06-D175-44AC-8428-61F9C7133D63,,13.543,,10317-Echinodermata,144.806,,6,,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-16T21:35:23.956Z,,2010
,Tanzania,Holothuriidae,13,Tim Werner,Aspidochirotida,FLMNH,Holothuroidea,,0b7df294-90c8-42bc-ab0f-64de1f84b38d,Forskaal,8327FCBB-D5EF-4283-BCC9-2AA3D4D4298D,,-6.14623,,8928-Echinodermata,39.13786,,8,impatiens,,Invertebrate Zoology,Holothuria,,2014-10-16T23:58:32.814Z,Holothuria impatiens,2009
Reunion Island,France,Holothuriidae,11,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",Aspidochirotida,FLMNH,Holothuroidea,,b565774e-55d9-401a-8c56-f00bf8435d41,Semper,4134692E-ABE4-4A23-B8E3-EF84923AD089,,-21.378889,,6622-Echinodermata,55.676944,,8,difficilis,Mascarene Islands,Invertebrate Zoology,Holothuria,,2014-10-16T22:03:42.730Z,Holothuria difficilis,2007
,Madagascar,Holothuriidae,13,"G. Paulay, T. Werner",Aspidochirotida,FLMNH,Holothuroidea,,01825bf3-3a7c-4906-9be8-beb190473444,Linnaeus,B7B8ACB5-806F-4E0B-900C-6F9BBA8EA145,,-13.5039,,7586-Echinodermata,47.9517,,5,,,Invertebrate Zoology,Holothuria,,2014-10-16T20:21:26.739Z,,2008
Moorea Island,French Polynesia,Holothuriidae,20,"Christian McKeon, Chris Meyer, Gustav Paulay",Aspidochirotida,FLMNH,Holothuroidea,,f4ba1775-f8bf-4b8c-b078-d09e9d808d67,Ludwig,140CC7DE-74B7-47B1-9238-55F36B619905,,-17.4964,,5359-Echinodermata,-149.7528,,6,signata,Society Islands,Invertebrate Zoology,Holothuria,,2014-10-16T23:19:31.638Z,Holothuria signata,2006
Moorea Island,French Polynesia,Holothuriidae,15,"A. Anker, J. Moore, G. Paulay, G. Hecht",Aspidochirotida,FLMNH,Holothuroidea,,df59cea3-9064-48b4-9e1f-1e5b60902a28,Forskaal,F778F768-24D8-4C85-AA23-442FA3EF731C,,-17.49631,,7966-Echinodermata,-149.75295,,10,impatiens,Society Islands,Invertebrate Zoology,Holothuria,,2014-10-16T17:44:24.172Z,Holothuria impatiens,2008
Oahu Island,USA,Holothuriidae,24,"J. Earle, J. Hoover, G. Paulay",Aspidochirotida,FLMNH,Holothuroidea,,decd54d6-2e1e-495c-b9a6-283fd46b34b8,Bell,4A4CDC3F-847C-4A5C-B9A4-6E10CD57E021,,19.99667,,4836-Echinodermata,-155.24556,,2,whitmaei,Hawaiian Islands,Invertebrate Zoology,Holothuria,,2014-10-16T16:35:37.623Z,Holothuria whitmaei,2006
Guam Island,USA,Holothuriidae,25,Jim Pinson,Aspidochirotida,FLMNH,Holothuroidea,,ba69d4e9-e040-4be8-b3fa-26b6faadaeef,Lesson,C1C7BBC6-2707-49AB-AA27-C977B717363B,,,,11292-Echinodermata,,,8,edulis,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-16T19:43:54.795Z,Holothuria edulis,2011
,Saudi Arabia,Holothuriidae,11,"Arthur Anker, Patrick Norby, Gustav Paulay",Aspidochirotida,FLMNH,Holothuroidea,,886f58f3-85d0-42ef-a72a-627684ba6657,Forskaal,425A9EE2-6D0D-41F9-836B-5562459AE6FC,,16.83585,,13563-Echinodermata,42.30625,,3,impatiens,,Invertebrate Zoology,Holothuria,,2014-10-16T20:25:21.344Z,Holothuria impatiens,2013
,Djibouti,Holothuriidae,30,Gustav Paulay,Aspidochirotida,FLMNH,Holothuroidea,,3136eab2-c05b-4104-b716-3cc85ef83a5e,Ludwig,74B10CBB-DD46-4E0E-8A96-BE3AF3260FE5,,11.5100333333,,12029-Echinodermata,42.6725,,9,olivacea,,Invertebrate Zoology,Holothuria,,2014-10-16T23:37:05.639Z,Holothuria olivacea,2012
Reunion Island,France,Holothuriidae,9,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",Aspidochirotida,FLMNH,Holothuroidea,,ec7961b3-d769-4562-b282-6aeb256183a4,Semper,084C8112-A124-4804-8775-C7F7849BD0C7,,-21.087166,,6644-Echinodermata,55.2216,,8,difficilis,Mascarene Islands,Invertebrate Zoology,Holothuria,,2014-10-16T20:33:46.857Z,Holothuria difficilis,2007
,France,Holothuriidae,12,Nathaniel Evans,Aspidochirotida,FLMNH,Holothuroidea,,6e705e1e-f58e-4b93-bcf4-3d676c8b4a7c,Semper,66295B16-1949-4DEA-9A2C-2C579910AB7A,,-20.27287,,15861-Echinodermata,163.880176,,11,arenicola,New Caledonia,Invertebrate Zoology,Holothuria,,2014-10-16T18:42:12.086Z,Holothuria arenicola,2013
Okinawa,Japan,Holothuriidae,7,"François Michonneau, Masami Obuchi",Aspidochirotida,FLMNH,Holothuroidea,,a3557203-da04-4afd-8229-de723da1c4ce,Lesson,51C3D3CC-D1BE-4E23-9E1A-D87B21D1A22C,,26.32577,,10938-Echinodermata,127.744874,,5,edulis,Ryukyus,Invertebrate Zoology,Holothuria,,2014-10-16T23:31:40.978Z,Holothuria edulis,2011
,Australia,Holothuriidae,,T. A. Ebert,Aspidochirotida,FLMNH,Holothuroidea,,d6809026-6d69-44e3-aca5-514dc14375c1,Semper,B26A48EA-FAA2-42B5-B213-1E3F823C23FF,,-23.4403,,16173-Echinodermata,151.9125,,,arenicola,Queensland,Invertebrate Zoology,Holothuria,,2014-10-16T15:52:58.580Z,Holothuria arenicola,
Guam Island,USA,Holothuriidae,16,"Paulay, G., Malay, M., Bonito, V.",Aspidochirotida,FLMNH,Holothuroidea,,5bd68a99-0775-4bce-b896-cc8b1ee472b9,Jäger,F462D578-B880-429E-8B9D-141CB4B12CC6,,13.59883333,,1688-Echinodermata,144.8355,,7,fuscopunctata,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-16T22:36:16.691Z,Holothuria fuscopunctata,2003
,Philippines,Holothuriidae,1,Kris Netchy & Alex Kerr,Aspidochirotida,FLMNH,Holothuroidea,,422066a1-c2d6-4051-b775-eb002d15e60c,Cherbonnier,2851CC18-7ACB-4C8A-9B3F-9102CBFEC95C,,9.95152,,5586-Echinodermata,123.36399,,6,turriscelsa,Cebu,Invertebrate Zoology,Holothuria,,2014-10-16T22:39:54.050Z,Holothuria turriscelsa,2006
,Saudi Arabia,Holothuriidae,4,"Arthur Anker, Patrick Norby, Gustav Paulay",Aspidochirotida,FLMNH,Holothuroidea,,2924fb87-6b3a-4f63-b279-429e70145cf6,Cherbonnier,D8E599EF-68BC-4280-A005-7946A9311FAE,,19.00533,,13424-Echinodermata,40.14815,,3,fuscogilva,,Invertebrate Zoology,Holothuria,,2014-10-16T18:03:12.026Z,Holothuria fuscogilva,2013
Ile du Lys,France,Holothuriidae,7,"M. Guillaume, H. Bruggemann, M. Malay, V. Denis, A. Chauvin, D. Ringler, K. Coustaut",Aspidochirotida,FLMNH,Holothuroidea,,f05326a3-cc14-43cb-91a4-b8b13df4d933,Selenka,02F05329-C9F8-40EF-AACF-F04F653458EE,,-11.51576667,,9314-Echinodermata,47.37331667,,5,nobilis,Scattered Islands,Invertebrate Zoology,Holothuria,,2014-10-16T20:38:19.295Z,Holothuria nobilis,2009
,French Polynesia,Holothuriidae,28,,Aspidochirotida,FLMNH,Holothuroidea,,e5caf329-95d6-46ab-8d66-65aaddb2d0f5,Jäger,61D9DD85-607D-4D3F-8C2A-34138F5D4D0C,,-23.1589,,13200-Echinodermata,-134.9639,,1,atra,Gambier Islands,Invertebrate Zoology,Holothuria,,2014-10-16T19:11:25.752Z,Holothuria atra,2013
,Mexico,Holothuriidae,27,"T. A. Ebert, D. M. Dexter",Aspidochirotida,FLMNH,Holothuroidea,,26c7b0e2-a1b0-4de9-90fd-073a5a20c980,Selenka,A35C5BE0-524D-4238-8256-5357458F821C,,23.3827,,16011-Echinodermata,-109.4253,,1,lubrica,Baja California Sur,Invertebrate Zoology,Holothuria,,2014-10-16T15:53:33.364Z,Holothuria lubrica,1972
Moorea Island,French Polynesia,Holothuriidae,20,"Christian McKeon, Chris Meyer, Gustav Paulay",Aspidochirotida,FLMNH,Holothuroidea,,1db24b36-e03a-47ad-891f-030a7f0389f1,Selenka,FF39CDD5-B5BE-4AB1-A707-8B0FC7F92620,,-17.4964,,5341-Echinodermata,-149.7528,,6,pardalis,Society Islands,Invertebrate Zoology,Holothuria,,2014-10-16T21:39:49.921Z,Holothuria pardalis,2006
Reunion Island,France,Holothuriidae,8,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",Aspidochirotida,FLMNH,Holothuroidea,,e1dfd679-245f-45ab-937c-ac37db92e45a,Jäger,9D64083B-C572-48F2-B8DC-EACB2CA99738,,-21.101667,,6457-Echinodermata,55.243611,,8,atra,Mascarene Islands,Invertebrate Zoology,Holothuria,,2014-10-16T18:51:24.365Z,Holothuria atra,2007
Maui Island,USA,Holothuriidae,5,"Pittman, C.",Aspidochirotida,FLMNH,Holothuroidea,,8dda3209-96f8-4993-8681-4d704aab4cc2,Selenka,3462C886-82F8-4892-8703-200A8D6CA079,,,,1848-Echinodermata,,,11,pervicax,Hawaiian Islands,Invertebrate Zoology,Holothuria,,2014-10-16T22:36:41.073Z,Holothuria pervicax,1998
Yap State,Federated States of Micronesia,Holothuriidae,30,Kris Netchy & Alex Kerr,Aspidochirotida,FLMNH,Holothuroidea,,c2bb0192-8399-4c5b-9172-60206f8cbdab,Lesson,2851BD2E-F1EB-4859-BBE9-999511769CFB,,9.51362,,5871-Echinodermata,138.13182,,7,hilla,Caroline Islands,Invertebrate Zoology,Holothuria,,2014-10-16T15:48:29.517Z,Holothuria hilla,2007
,France,Holothuriidae,21,Nathaniel Evans,Aspidochirotida,FLMNH,Holothuroidea,,7b88b3ca-97f5-402e-9233-88d1aa0ba13b,Bell,00667246-7F9D-4892-913E-7C613F880149,,-18.48788,,15743-Echinodermata,163.09553,,11,whitmaei,New Caledonia,Invertebrate Zoology,Holothuria,,2014-10-16T20:56:15.975Z,Holothuria whitmaei,2013
,Papua New Guinea,Holothuriidae,9,,Aspidochirotida,FLMNH,Holothuroidea,,83265a58-8d9f-4e58-8afb-4b830dcebc14,Forskaal,0B4F2F44-7C9C-4596-9882-BF03EE3413CE,,-5.18395,,14500-Echinodermata,145.802183,,11,impatiens,Madang Province,Invertebrate Zoology,Holothuria,,2014-10-16T18:29:22.468Z,Holothuria impatiens,2012
,Papua New Guinea,Holothuriidae,30,"Paulay, G.",Aspidochirotida,FLMNH,Holothuroidea,,160c6e8d-9075-4f1d-95ab-6f0a4655b9fe,Ludwig,8147F5BB-2AD1-4D39-A978-0498D470CB18,,-10.6953333333,,1801-Echinodermata,152.3355,,5,lineata,Milne Bay Province,Invertebrate Zoology,Holothuria,,2014-10-16T20:26:56.343Z,Holothuria lineata,1998
Okinawa,Japan,Holothuriidae,14,"Yoshihisa Fujita, Daisuke Uyeno",Aspidochirotida,FLMNH,Holothuroidea,,000a8fe8-b13f-493b-9d11-2c5cc48512c1,Lesson,2F76EA4E-8CAE-4864-8869-FC181CB9CA59,,26.444199,,10976-Echinodermata,127.772746,,5,edulis,Ryukyus,Invertebrate Zoology,Holothuria,,2014-10-16T15:09:36.728Z,Holothuria edulis,2011
,French Antilles,Holothuriidae,13,"Gustav Paulay, Jean-Philippe Marechal, Steeve Ruillet, Julien Chalifour, Frank Roncuzzi, Romain Renoux",Aspidochirotida,FLMNH,Holothuroidea,,f2c70233-54da-4962-8ae7-d401377792af,Selenka,D1958C4A-06A2-4EAD-9649-FF20F2A96074,,18.11,,11800-Echinodermata,-63.014,,4,parvula,St. Martin,Invertebrate Zoology,Holothuria,,2014-10-16T23:28:19.766Z,Holothuria parvula,2012
,Spain,Holothuriidae,24,Gustav Paulay,Aspidochirotida,FLMNH,Holothuroidea,,b2a7f083-193d-4d5b-ba28-6fc00c82ebac,Marenzeller,FBE9ED69-0055-4AD2-85A3-4F225FBEA800,,42.3724,,16218-Echinodermata,3.1652,,6,helleri,Girona Province,Invertebrate Zoology,Holothuria,,2014-10-16T17:05:23.629Z,Holothuria helleri,2014
Levy Co.,USA,Holothuriidae,30,Gustav Paulay & Tito Lotufo,Aspidochirotida,FLMNH,Holothuroidea,,74289d51-ddf6-4a6f-83ac-e380aad4b35c,Ludwig,1B406DC8-A2C1-40A2-AFE6-805868346823,,28.98995,,11339-Echinodermata,-83.34375,,5,cubana,Florida,Invertebrate Zoology,Holothuria,,2014-10-16T22:48:27.493Z,Holothuria cubana,2012
Europa Island,France,Holothuriidae,24,"M. Guillaume, H. Bruggemann, J.P. Rousse",Aspidochirotida,FLMNH,Holothuroidea,,91bd63d8-b477-46a9-bfd5-431487ca6053,Jäger,0C6A687A-BC3F-4B9F-AB9C-1A488B8064B7,,-22.34473333,,9202-Echinodermata,40.3289,,4,atra,Scattered Islands,Invertebrate Zoology,Holothuria,,2014-10-16T17:13:56.005Z,Holothuria atra,2009
,Oman,Holothuriidae,26,"V. Bonito, M. Claereboudt, G. Paulay",Aspidochirotida,FLMNH,Holothuroidea,,cac1fe49-678b-4813-9722-d2ae1bee930a,Linnaeus,1DEEB4E3-85BA-4561-AA61-247AD7B49992,,23.626,,4256-Echinodermata,58.481,,1,,,Invertebrate Zoology,Holothuria,,2014-10-16T19:24:32.484Z,,2005
French Frigate Shoals,USA,Holothuriidae,16,"Gustav Paulay, Sea McKeon, John Starmer, Tito Lotufo, Scott Godwin, Jody Martin & Jim Maragos",Aspidochirotida,FLMNH,Holothuroidea,,91fbec69-f00c-4ae6-8d1c-7b2ee2af0d89,Selenka,C65A16BB-E3B3-4113-BA29-9ECC22DD3D65,,23.8732,,6150-Echinodermata,-166.2348,,10,pervicax,Hawaiian Islands,Invertebrate Zoology,Holothuria,,2014-10-16T17:35:52.999Z,Holothuria pervicax,2006
Niue Island,Niue Island,Holothuriidae,17,,Aspidochirotida,FLMNH,Holothuroidea,,68d41592-72e0-4105-b652-9a2943c8819f,Ludwig,094DA5E5-711B-44C6-A213-1B382D53E26E,,-19.1,,1892-Echinodermata,-169.9,,5,lineata,Niue Island,Invertebrate Zoology,Holothuria,,2014-10-16T16:58:32.077Z,Holothuria lineata,1986
,Kiribati,Holothuriidae,29,"François Michonneau, Nancy Knowlton",Aspidochirotida,FLMNH,Holothuroidea,,0b2e2225-e33f-49d2-baa5-d831681c086d,Jäger,C18C4FC8-7064-4F4B-AD41-272A74820552,,-5.64,,14281-Echinodermata,-155.88,,10,atra,,Invertebrate Zoology,Holothuria,,2014-10-16T20:13:03.959Z,Holothuria atra,2013
Guam Island,USA,Holothuriidae,12,Lisa Kirkendale,Aspidochirotida,FLMNH,Holothuroidea,,2eabef66-fad0-4025-92d2-f5b59d3f2625,Forskaal,18A234DA-785F-420D-B994-1A67F0BF5D1B,,13.5,,12636-Echinodermata,144.8,,3,impatiens,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-16T15:59:12.609Z,Holothuria impatiens,1999
,Singapore,Holothuriidae,10,S.J. Tan,Aspidochirotida,FLMNH,Holothuroidea,,d2d6bdfd-d6bf-43cd-8c0f-3019554fb2f9,Ludwig,3032061A-7B0F-46C6-8D29-ADA269AEEAD1,,,,9025-Echinodermata,,,3,notabilis,Tuas,Invertebrate Zoology,Holothuria,,2014-10-16T19:56:47.941Z,Holothuria notabilis,2009
Moorea Island,French Polynesia,Holothuriidae,23,"C. Meyer, S. McKeon, J. Moore, S. Fay, G. Paulay, Albert",Aspidochirotida,FLMNH,Holothuroidea,,c52af840-0162-4630-9294-cf004c891f79,Ludwig,E58F9AB3-D8AD-4363-88ED-5005B6548A54,,-17.51448,,8696-Echinodermata,-149.7616,,10,signata,Society Islands,Invertebrate Zoology,Holothuria,,2014-10-16T18:48:09.837Z,Holothuria signata,2008
Kosrae Island,Micronesia,Holothuriidae,26,R. K. Kropp,Aspidochirotida,FLMNH,Holothuroidea,,bf2dcdf8-09dc-4ea4-9933-24b17e413fa6,Lesson,6ADA550B-59D0-4E0B-AE24-9F472FBF290C,,,,12652-Echinodermata,,,5,edulis,Kosrae Island,Invertebrate Zoology,Holothuria,,2014-10-16T23:36:47.991Z,Holothuria edulis,1979
Ile du Lys,France,Holothuriidae,7,"M. Guillaume, H. Bruggemann, M. Malay, V. Denis, A. Chauvin, D. Ringler, K. Coustaut",Aspidochirotida,FLMNH,Holothuroidea,,21747d34-0bb7-4bd0-8223-ad719a34accd,Selenka,51887191-F46D-4234-855E-08620D3E37CE,,-11.51576667,,9340-Echinodermata,47.37331667,,5,pardalis,Scattered Islands,Invertebrate Zoology,Holothuria,,2014-10-16T19:57:34.332Z,Holothuria pardalis,2009
Pinellas Co.,USA,Holothuriidae,14,"Paulay, G.",Aspidochirotida,FLMNH,Holothuroidea,,198283da-8bcf-48fb-bba8-36fa529bdd0a,Ludwig,3217746A-5270-443E-BD2A-D2801508A007,,27.6424833333,,3265-Echinodermata,-82.9434666667,,11,cubana,Florida,Invertebrate Zoology,Holothuria,,2014-10-16T20:12:16.240Z,Holothuria cubana,2004
,Djibouti,Holothuriidae,1,Gustav Paulay,Aspidochirotida,FLMNH,Holothuroidea,,f4bf658d-1248-4fd7-8189-f78efface106,Lesson,9C9F9EE2-8E93-473F-8E7D-56CFE10FA54C,,11.51025,,12071-Echinodermata,42.67256,,10,hilla,,Invertebrate Zoology,Holothuria,,2014-10-16T17:09:09.606Z,Holothuria hilla,2012
Guam Island,USA,Holothuriidae,7,Alex Kerr,Aspidochirotida,FLMNH,Holothuroidea,,33052140-126d-4462-8f7d-2a64bf98fc28,Cherbonnier,AB3916B2-EE52-467D-855D-94F4D5257470,,13.5,,12348-Echinodermata,144.8,,7,turriscelsa,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-16T18:22:24.680Z,Holothuria turriscelsa,1991
,Australia,Holothuriidae,17,"Arthur Anker, Robert Lasley",Aspidochirotida,FLMNH,Holothuroidea,,eb31928c-6ebe-401b-a632-155531ccf980,Forskaal,DF842558-9DAD-4A57-A07D-C8279CB25EBB,,-14.7483,,8388-Echinodermata,145.5165,,2,impatiens,Queensland,Invertebrate Zoology,Holothuria,,2014-10-16T18:00:40.227Z,Holothuria impatiens,2009
,Taiwan,Holothuriidae,16,,Aspidochirotida,FLMNH,Holothuroidea,,c24b2996-5d85-45ff-936d-9b119a9727f3,Jäger,113BB41D-15BD-4C74-A49F-4A63117CC04D,,25.1133,,4464-Echinodermata,121.9206,,5,atra,,Invertebrate Zoology,Holothuria,,2014-10-16T23:14:26.414Z,Holothuria atra,2005
,USA,Holothuriidae,6,"Robert Lasley, Arthur Anker, Sun Kim, Patricia Cabezas",Aspidochirotida,FLMNH,Holothuroidea,,d2fb6772-8c37-4916-8058-7fe6dcb4dbb6,Pourtalès,60C725B3-19CF-4A29-8CA9-B8D6A911F905,,,,7809-Echinodermata,,,9,floridana,Florida,Invertebrate Zoology,Holothuria,,2014-10-16T22:00:06.933Z,Holothuria floridana,2008
,France,Holothuriidae,31,Nathaniel Evans,Aspidochirotida,FLMNH,Holothuroidea,,abf5bb4c-d452-440a-a612-b177f5a05fd0,Cherbonnier,225683E0-2617-4638-B2F3-7C13749804B8,,-22.5694,,15755-Echinodermata,167.1961,,10,coronopertusa,New Caledonia,Invertebrate Zoology,Holothuria,,2014-10-16T19:47:20.118Z,Holothuria coronopertusa,2013
Okinawa,Japan,Holothuriidae,14,"Yoshihisa Fujita, Daisuke Uyeno",Aspidochirotida,FLMNH,Holothuroidea,,4d41f319-b81a-44bf-8ace-731ead117996,Lesson,1B5D2FCF-3542-4C5A-9C1D-75E2EBD2603D,,26.444199,,10978-Echinodermata,127.772746,,5,edulis,Ryukyus,Invertebrate Zoology,Holothuria,,2014-10-16T16:29:52.586Z,Holothuria edulis,2011
,Philippines,Holothuriidae,8,"A.J. Ferreira, L. Alcala",,CAS,,ECHINODERMATA,fe5806e1-3f43-4048-90e5-82d79c2955ea,,urn:catalog:CAS:IZ:111383,,9.05,Animalia: ECHINODERMATA: HOLOTHUROIDEA: ASPIDOCHIROTIA: ASPIDOCHIROTIDA: Holothuriidae,111383,122.9833333,,3,,,IZ,Holothuria,,2014-11-07T17:14:01.818Z,Holothuria,1979
,Philippines,Holothuriidae,12,"Ferreira, et al., aboard R/V ""Ziphius""",,CAS,,ECHINODERMATA,c138db27-1d2a-4ba6-8aad-06438cc3333a,,urn:catalog:CAS:IZ:111361,,9.3,Animalia: ECHINODERMATA: HOLOTHUROIDEA: ASPIDOCHIROTIA: ASPIDOCHIROTIDA: Holothuriidae,111361,123.6166667,,3,,,IZ,Holothuria,,2014-11-07T17:33:54.691Z,Holothuria,1979
,,Holothuriidae,19,C. Piotrowski and R. Van Syoc,,CAS,,ECHINODERMATA,59caa660-c4f7-49bf-8526-1303f14f08ca,"Lesson, 1830",urn:catalog:CAS:IZ:174578,,5.8715167,Animalia: ECHINODERMATA: HOLOTHUROIDEA: ASPIDOCHIROTIA: ASPIDOCHIROTIDA: Holothuriidae,174578,-162.1068167,,9,edulis,,IZ,Holothuria,,2014-11-07T17:00:54.452Z,Holothuria edulis,2006
